RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p37,12,"[1280.75, 1313.25, 1367.67, 1417.33, 1383.0, 1367.89]",7773.0,39,"[0.1026, 0.1026, 0.0769, 0.1538, 0.1538, 0.2308]","[4, 4, 3, 6, 6, 9]","[0.0974, 0.0735, 0.0706, 0.1299, 0.2326, 0.2947]","[165.0, 78.0, 126.0, 25.0, 131.0, 221.0]",Word 1,"[1394.0, 1478.0, 1389.0, 1600.0, 1471.0, 1456.0]","[1181.0, 1156.0, 1356.0, 1345.0, 1318.0, 1255.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[3.0, 2.0, 1.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 5.0, 5.0, 3.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0256, 0.0256, 0.0256, 0.0256, 0.0256, 0.1026]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 2.0, 0.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0, 0.0]","[3.0, 4.0, 3.0, 5.0, 4.0, 3.0]","[0, 0, 1, 1, 0, 0]",,neutral,0,"[213.0, 322.0, 33.0, 255.0, 153.0, 201.0]",2617.0
p37,21,"[1303.6, 1316.22, 1337.5, 1363.0, 1374.88, 1406.0]",9184.0,51,"[0.098, 0.1765, 0.0784, 0.1176, 0.3137, 0.098]","[5, 9, 4, 6, 16, 5]","[0.1291, 0.168, 0.114, 0.0887, 0.2976, 0.1442]","[262.0, 177.0, 499.0, 144.0, 65.0, 117.0]",Word 1,"[1398.0, 1391.0, 1362.0, 1441.0, 1482.0, 1542.0]","[1183.0, 1161.0, 1316.0, 1296.0, 1300.0, 1225.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 2.0, 1.0, 1.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 6.0, 4.0, 5.0, 9.0, 4.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0196, 0.0196, 0.0196, 0.0392, 0.0392, 0.0196]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 1.0, 1.0, 3.0, 4.0]","[4.0, 5.0, 3.0, 4.0, 4.0, 0.0]","[4.0, 6.0, 4.0, 5.0, 7.0, 4.0]","[1, 0, 1, 0, 0, 0]",,hate,1,"[215.0, 230.0, 46.0, 145.0, 182.0, 317.0]",2626.0
p38,68,"[1313.5, 1232.071428571429, 1304.5, 1278.0, 1240.0, 1184.5, 1141.0, 1163.0]",1811.0,12,"[0.1667, 0.0, 0.1667, 0.0833, 0.0833, 0.1667, 0.0833, 0.1667]","[2, 0, 2, 1, 1, 2, 1, 2]","[0.1767, 0.0, 0.1104, 0.0883, 0.0696, 0.1463, 0.1149, 0.2176]","[201.0, 163.42857142857142, 126.0, 160.0, 126.0, 118.0, 208.0, 205.0]",Word 1,"[1319.0, 1239.142857142857, 1309.0, 1278.0, 1240.0, 1209.0, 1141.0, 1178.0]","[1308.0, 1225.0, 1300.0, 1278.0, 1240.0, 1160.0, 1141.0, 1148.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.1667, 0.1190428571428571, 0.1667, 0.0833, 0.0833, 0.0833, 0.0833, 0.1667]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0]","[1, 0, 0, 0, 0, 1, 0, 0]",,hate,1,"[11.0, 14.142857142857142, 9.0, 0.0, 0.0, 49.0, 0.0, 30.0]",2763.0
p39,7,"[2057.0, 2108.5, 1904.64, 1958.0, 1914.0, 1905.0]",13461.0,42,"[0.0714, 0.2381, 0.2619, 0.2381, 0.1429, 0.0238]","[3, 10, 11, 10, 6, 1]","[0.0494, 0.2917, 0.2108, 0.2909, 0.1336, 0.0131]","[179.0, 148.0, 246.0, 101.0, 182.0, 177.0]",Word 1,"[2529.0, 2584.0, 2231.0, 2156.0, 2009.0, 1905.0]","[1814.0, 1778.0, 1718.0, 1821.0, 1863.0, 1905.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 5.0, 4.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 7.0, 9.0, 9.0, 4.0, 1.0]",81,Frauen schaffen oft den größten Spaß.,"[0.0238, 0.0476, 0.0238, 0.0238, 0.0238, 0.0238]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 4.0, 5.0, 3.0, 1.0]","[2.0, 7.0, 5.0, 3.0, 1.0, 0.0]","[2.0, 7.0, 9.0, 8.0, 4.0, 1.0]","[1, 0, 1, 0, 1, 1]",,hate,1,"[715.0, 806.0, 513.0, 335.0, 146.0, 0.0]",2792.0
p39,48,"[1818.38, 1646.0, 1641.0, 1644.8, 1681.25, 1623.74]",13277.0,44,"[0.1818, 0.0455, 0.0909, 0.1136, 0.0909, 0.4318]","[8, 2, 4, 5, 4, 19]","[0.2408, 0.0382, 0.0673, 0.0807, 0.056, 0.505]","[170.0, 205.0, 163.0, 194.0, 138.0, 227.0]",Word 1,"[2043.0, 1724.0, 1690.0, 1792.0, 1791.0, 1838.0]","[1557.0, 1568.0, 1616.0, 1553.0, 1598.0, 1491.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 0.0, 1.0, 2.0, 4.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[3.0, 2.0, 3.0, 4.0, 4.0, 4.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0455, 0.0227, 0.0227, 0.0455, 0.0227, 0.1364]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 1.0, 0.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 4.0, 1.0, 0.0]","[2.0, 2.0, 3.0, 4.0, 4.0, 4.0]","[0, 0, 1, 0, 0, 0]",,positive,0,"[486.0, 156.0, 74.0, 239.0, 193.0, 347.0]",2833.0
p39,77,"[2000.0, 1842.0, 1727.71, 1800.33, 1731.6, 1749.36, 1698.71, 1649.0]",12863.0,47,"[0.0851, 0.0213, 0.1489, 0.0638, 0.1064, 0.2979, 0.1489, 0.0638]","[4, 1, 7, 3, 5, 14, 7, 3]","[0.0533, 0.0238, 0.1003, 0.0523, 0.0874, 0.3459, 0.1721, 0.1171]","[159.0, 306.0, 134.0, 197.0, 162.0, 136.0, 160.0, 202.0]",Word 1,"[2212.0, 1842.0, 2027.0, 1920.0, 1852.0, 1890.0, 1808.0, 1695.0]","[1795.0, 1842.0, 1503.0, 1573.0, 1610.0, 1603.0, 1589.0, 1559.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 0.0, 2.0, 2.0, 4.0, 4.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 4.0, 3.0, 5.0, 9.0, 6.0, 3.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0426, 0.0213, 0.0426, 0.0213, 0.0213, 0.0213, 0.0213, 0.0213]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 1.0, 0.0, 3.0, 2.0, 5.0, 3.0]","[2.0, 1.0, 3.0, 3.0, 2.0, 6.0, 1.0, 0.0]","[2.0, 1.0, 4.0, 3.0, 5.0, 8.0, 6.0, 3.0]","[0, 0, 0, 0, 0, 1, 0, 0]",,positive,0,"[417.0, 0.0, 524.0, 347.0, 242.0, 287.0, 219.0, 136.0]",2862.0
p4,19,"[1231.066, 1214.0, 1224.0, 1226.0, 1227.0, 1264.33]",3249.0,10,"[0.0, 0.1, 0.1, 0.1, 0.2, 0.3]","[0, 1, 1, 1, 2, 3]","[0.0, 0.0622, 0.0849, 0.0754, 0.1237, 0.5426]","[323.6, 202.0, 276.0, 245.0, 182.0, 713.0]",Word 1,"[1237.6, 1214.0, 1224.0, 1226.0, 1235.0, 1289.0]","[1224.0, 1214.0, 1224.0, 1226.0, 1219.0, 1237.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",81,Frauen schaffen oft den größten Spaß.,"[0.16, 0.1, 0.1, 0.1, 0.2, 0.3]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0, 0, 0, 0, 1, 1]",,positive,0,"[13.6, 0.0, 0.0, 0.0, 16.0, 52.0]",2894.0
p4,63,"[1176.0, 1117.0, 1116.0, 1098.0, 1066.0, 1061.75]",2940.0,11,"[0.0909, 0.0909, 0.0909, 0.1818, 0.0909, 0.3636]","[1, 1, 1, 2, 1, 4]","[0.0571, 0.0656, 0.083, 0.152, 0.0571, 0.5347]","[168.0, 193.0, 244.0, 294.0, 168.0, 503.0]",Word 1,"[1176.0, 1117.0, 1116.0, 1109.0, 1066.0, 1073.0]","[1176.0, 1117.0, 1116.0, 1087.0, 1066.0, 1045.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0909, 0.0909, 0.0909, 0.1818, 0.0909, 0.3636]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 1, 1, 1]",,neutral,0,"[0.0, 0.0, 0.0, 22.0, 0.0, 28.0]",2938.0
p4,94,"[1131.0, 1176.0, 1181.25, 1146.178571428571, 1138.5, 1128.5, 1159.0, 1109.0]",3813.0,18,"[0.2222, 0.0556, 0.2222, 0.0, 0.1111, 0.1111, 0.0556, 0.1667]","[4, 1, 4, 0, 2, 2, 1, 3]","[0.2591, 0.0451, 0.2227, 0.0, 0.1112, 0.0839, 0.0517, 0.1894]","[238.0, 172.0, 204.0, 205.7142857142857, 231.0, 173.0, 197.0, 225.0]",Word 1,"[1202.0, 1176.0, 1212.0, 1177.2857142857142, 1194.0, 1177.0, 1159.0, 1121.0]","[1047.0, 1176.0, 1105.0, 1107.2857142857142, 1083.0, 1080.0, 1159.0, 1101.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.1111, 0.0556, 0.1667, 0.0794, 0.0556, 0.0556, 0.0556, 0.0556]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 0.0]","[2.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 1, 1, 1]",,neutral,0,"[155.0, 0.0, 107.0, 70.0, 111.0, 97.0, 0.0, 20.0]",2969.0
p40,8,"[1112.0, 1281.0, 1188.67, 1284.29, 1366.5, 1358.0]",8456.0,25,"[0.12, 0.08, 0.12, 0.28, 0.08, 0.2]","[3, 2, 3, 7, 2, 5]","[0.1604, 0.0536, 0.1173, 0.2679, 0.062, 0.2551]","[386.0, 306.0, 326.0, 304.0, 267.0, 522.0]",Word 1,"[1237.0, 1302.0, 1280.0, 1392.0, 1394.0, 1417.0]","[1044.0, 1260.0, 1013.0, 1074.0, 1339.0, 1256.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 2.0, 2.0, 2.0, 2.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.04, 0.08, 0.08, 0.12, 0.04, 0.16]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 2.0, 2.0, 2.0, 1.0]","[0, 0, 1, 0, 1, 1]",,positive,0,"[193.0, 42.0, 267.0, 318.0, 55.0, 161.0]",2973.0
p41,14,"[1251.62, 1215.33, 1243.78, 1250.5, 1199.0, 1193.0, 1217.4614285714283, 1169.0]",9593.0,42,"[0.3095, 0.0714, 0.2143, 0.0476, 0.0714, 0.0714, 0.0, 0.0952]","[13, 3, 9, 2, 3, 3, 0, 4]","[0.3097, 0.0544, 0.2771, 0.0306, 0.0829, 0.0633, 0.0, 0.0969]","[160.0, 143.0, 165.0, 98.0, 408.0, 180.0, 210.7142857142857, 321.0]",Word 1,"[1486.0, 1225.0, 1335.0, 1259.0, 1210.0, 1219.0, 1275.0, 1191.0]","[1145.0, 1200.0, 1182.0, 1242.0, 1182.0, 1176.0, 1181.571428571429, 1144.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[7.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[8.0, 3.0, 7.0, 2.0, 3.0, 3.0, 0.0, 3.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0714, 0.0238, 0.0238, 0.0238, 0.0238, 0.0238, 0.0306, 0.0238]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 2.0, 3.0, 1.0, 2.0, 0.0, 0.0, 3.0]","[7.0, 1.0, 4.0, 1.0, 1.0, 3.0, 0.0, 0.0]","[7.0, 3.0, 7.0, 2.0, 3.0, 3.0, 0.0, 3.0]","[1, 0, 1, 0, 0, 1, 0, 1]",,positive,0,"[341.0, 25.0, 153.0, 17.0, 28.0, 43.0, 93.42857142857144, 47.0]",3069.0
p41,78,"[1169.0, 1038.0, 1068.0, 1072.0, 1094.0, 1081.0]",1151.0,8,"[0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[2, 1, 1, 1, 1, 1]","[0.1738, 0.1216, 0.1564, 0.2068, 0.1911, 0.1138]","[91.0, 140.0, 180.0, 238.0, 220.0, 131.0]",Word 1,"[1202.0, 1038.0, 1068.0, 1072.0, 1094.0, 1081.0]","[1136.0, 1038.0, 1068.0, 1072.0, 1094.0, 1081.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",81,Frauen schaffen oft den größten Spaß.,"[0.25, 0.125, 0.125, 0.125, 0.125, 0.125]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[0, 1, 0, 0, 1, 1]",,positive,0,"[66.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3133.0
p41,90,"[1078.3333333333333, 1078.3333333333333, 1078.3333333333333, 1074.0, 1098.0, 1063.0]",2490.0,11,"[0.0, 0.0, 0.0, 0.1818, 0.0909, 0.4545]","[0, 0, 0, 2, 1, 5]","[0.0, 0.0, 0.0, 0.2169, 0.0635, 0.5177]","[208.33333333333331, 208.33333333333331, 208.33333333333331, 231.0, 158.0, 236.0]",Word 1,"[1086.6666666666667, 1086.6666666666667, 1086.6666666666667, 1082.0, 1098.0, 1080.0]","[1068.3333333333333, 1068.3333333333333, 1068.3333333333333, 1066.0, 1098.0, 1041.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 2.0, 1.0, 1.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.2120999999999999, 0.2120999999999999, 0.2120999999999999, 0.0909, 0.0909, 0.4545]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 1]",,neutral,0,"[18.33333333333333, 18.33333333333333, 18.33333333333333, 16.0, 0.0, 39.0]",3145.0
p42,9,"[962.0, 952.5, 983.0, 940.0, 941.5, 870.0]",5401.0,24,"[0.1667, 0.0833, 0.0833, 0.0833, 0.0, 0.0833]","[4, 2, 2, 2, 0, 2]","[0.144, 0.0568, 0.0672, 0.0833, 0.0, 0.0768]","[135.0, 154.0, 124.0, 192.0, 126.0, 25.0]",Word 1,"[1000.0, 969.0, 1005.0, 945.0, 960.4, 883.0]","[922.0, 936.0, 961.0, 935.0, 922.2, 857.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 1.0, 0.0, 2.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0833, 0.0417, 0.0417, 0.0833, 0.05834, 0.0417]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 1.0, 0.0, 0.0]","[1, 0, 1, 0, 0, 1]",,neutral,0,"[78.0, 33.0, 44.0, 10.0, 38.2, 26.0]",3154.0
p42,75,"[901.0, 895.33, 881.5825, 880.0, 850.0, 881.5825]",1341.0,8,"[0.25, 0.375, 0.0, 0.125, 0.125, 0.0]","[2, 3, 0, 1, 1, 0]","[0.1044, 0.4362, 0.0, 0.2066, 0.1573, 0.0]","[97.0, 163.0, 187.0, 277.0, 211.0, 187.0]",Word 1,"[915.0, 919.0, 891.0, 880.0, 850.0, 891.0]","[887.0, 867.0, 871.0, 880.0, 850.0, 871.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0]",81,Frauen schaffen oft den größten Spaß.,"[0.25, 0.375, 0.21875, 0.125, 0.125, 0.21875]",pos_w,"['frauen', 'schaffen', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[1, 1, 1, 0, 1, 1]",,hate,1,"[28.0, 52.0, 20.0, 0.0, 0.0, 20.0]",3220.0
p42,87,"[1027.0, 907.67, 916.0, 917.0, 852.0, 885.33, 860.0, 909.2857142857144]",4519.0,21,"[0.0476, 0.1429, 0.1429, 0.0952, 0.0476, 0.1429, 0.1429, 0.0]","[1, 3, 3, 2, 1, 3, 3, 0]","[0.0299, 0.1241, 0.0989, 0.1427, 0.0449, 0.1332, 0.2109, 0.0]","[135.0, 202.0, 52.0, 149.0, 203.0, 147.0, 221.0, 158.42857142857142]",Word 1,"[1027.0, 979.0, 944.0, 935.0, 852.0, 899.0, 887.0, 931.8571428571428]","[1027.0, 867.0, 880.0, 899.0, 852.0, 870.0, 818.0, 887.5714285714286]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 3.0, 0.0]",89,Gleichstellung der Geschlechter ist ein Traum der Gesellschaft.,"[0.0476, 0.0476, 0.0952, 0.0476, 0.0476, 0.0476, 0.0476, 0.0544]",pos_w,"['gleichstellung', 'der', 'geschlechter', 'ist', 'ein', 'traum', 'der', 'gesellschaft']","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0]","[1.0, 3.0, 2.0, 1.0, 0.0, 3.0, 0.0, 0.0]","[1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 2.0, 0.0]","[1, 0, 1, 0, 0, 1, 0, 1]",,neutral,0,"[0.0, 112.0, 64.0, 36.0, 0.0, 29.0, 69.0, 44.285714285714285]",3232.0
p43,55,"[1336.0, 1302.0, 1332.55, 1422.5, 1374.0, 1228.25]",2385.0,13,"[0.1538, 0.1538, 0.0, 0.1538, 0.0769, 0.3077]","[2, 2, 0, 2, 1, 4]","[0.1836, 0.1069, 0.0, 0.1107, 0.0713, 0.4403]","[249.0, 90.0, 197.2, 190.0, 170.0, 287.0]",Word 1,"[1446.0, 1417.0, 1394.0, 1429.0, 1374.0, 1304.0]","[1226.0, 1187.0, 1275.8, 1416.0, 1374.0, 1176.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 0.0, 1.0, 1.0, 1.0]",85,Feministen sind überwiegend angetrieben durch Gerechtigkeitswünsche.,"[0.0769, 0.0769, 0.1384399999999999, 0.1538, 0.0769, 0.3077]",pos_w,"['feministen', 'sind', 'überwiegend', 'angetrieben', 'durch', 'gerechtigkeitswünsche']","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 0.0, 1.0, 1.0, 1.0]","[1, 0, 0, 1, 1, 1]",,positive,0,"[220.0, 230.0, 118.2, 13.0, 0.0, 128.0]",3290.0
